"x"
"SEMA7A"
"VPREB3"
"HYOU1"
"SRM"
"TTK"
"CDCA2"
"SPCS3"
"CLEC10A"
"BLK"
"MXD3"
"SPC25"
"SHCBP1"
"FCER2"
"CFD"
"ATP5MC1"
"HIST1H1D"
"GAS2L1"
"ANP32E"
"MAN1A1"
"CD70"
"BUB1"
"MTURN"
"DMTN"
"DTYMK"
"KNL1"
"SEC61G"
"MAFB"
"CMSS1"
"LYL1"
"KCNN3"
"PRDX1"
"GADD45B"
"NT5C3A"
"TIFA"
"PRC1"
"POLR3G"
"RPA3"
"PKHD1L1"
"NEK2"
"SPCS2"
"SMOX"
"ITGA2B"
"RAB32"
"ASF1B"
"TNFRSF13C"
"LAIR2"
"TAL1"
"KIR2DL3"
"HSPE1"
"PLBD1"
"JPT1"
"AHCY"
"PSMA5"
"ORM1"
"RNASEH2A"
"FCRLA"
"CTSL"
"CHPF"
"GINS2"
"HRK"
"HIST1H2BD"
"KIFAP3"
"PRDM1"
"DCPS"
"CPVL"
"AC245060.5"
"GADD45G"
"PTGS1"
"PBK"
"DNAJB11"
"IFI30"
"TCF7L2"
"MRPL51"
"TPD52"
"NME1"
"SAP30"
"CD160"
"IFI6"
"CD9"
"HIST3H2A"
"HIST1H2BN"
"AC007240.1"
"CD36"
"FCGR2B"
"SOCS2"
"CENPN"
"MRPL22"
"DUSP6"
"ERLEC1"
"CHEK1"
"VDAC1"
"CTDSPL"
"ODC1"
"MT1G"
"HES4"
"CIP2A"
"GCSH"
"CAVIN3"
"PF4V1"
"HIST1H2AI"
"PAICS"
"KIR2DL4"
"GTSE1"
"YEATS4"
"HLA-DPB1"
"TNFRSF18"
"ITM2A"
"IGSF6"
"PLAUR"
"TSPYL2"
"NKG7"
"AC090409.1"
"MARCO"
"ORC6"
"PHLDA2"
"ATP5MC3"
"BCL2L12"
"ANK1"
"LINC02446"
"CD3G"
"LINC01480"
"NCAPD2"
"SGK1"
"HOPX"
"MMD"
"AMN1"
"HSPA8"
"LGALSL"
"EBNA1BP2"
"IGF1"
"APOBEC3B"
"GATA1"
"CXCR5"
"HIST1H2AL"
"PEAR1"
"E2F1"
"TMEM91"
"EZH2"
"DEPDC1B"
"TUBG1"
"PHF19"
"Z93241.1"
"WASF1"
"VOPP1"
"CLECL1"
"AC004585.1"
"HIST1H4J"
"MIF"
"SEPHS1"
"TMED9"
"MNDA"
"FBP1"
"GFI1B"
"CDC25B"
"HMGA1"
"RAD51AP1"
"VCP"
"RAMP1"
"ISG20"
"ZG16B"
"NT5M"
"TIMP1"
"LANCL3"
"SNAI1"
"ANXA2"
"HMOX1"
"TXNDC5"
"CLSPN"
"LILRB4"
"SEC14L1"
"CCDC167"
"MAL"
"TNFAIP6"
"STOML2"
"TMEM167A"
"STAB1"
"HIST1H2AM"
"CARMIL1"
"CDKN2A"
"PSMB2"
"RASSF6"
"CD7"
"VSIG4"
"AQP10"
"LXN"
"DDOST"
"S100P"
"CHST8"
"SYT1"
"SEC61B"
"IRF4"
"PDZK1IP1"
"DEFA3"
"C16orf95"
"MCTS1"
"SYTL4"
"IFI44L"
"TPM1"
"C12orf76"
"LSM3"
"RALA"
"CD83"
"SERPINB2"
"IL1A"
"SDC1"
"POLQ"
"ANLN"
"ASPH"
"AC133644.2"
"PERP"
"LY6G6F"
"CEP128"
"CCNF"
"GBP1"
"SHMT1"
"MELK"
"KCNJ2"
"BOLA3"
"HMGB1"
"CLEC11A"
"CYCS"
"AC020659.1"
"CKAP2"
"LGALS1"
"RSAD2"
"AKR1B1"
"MARCKSL1"
"DUSP5"
"KIF15"
"HIST1H2AH"
"VNN3"
"KRT8"
"CCR10"
"IDH1"
"PTAFR"
"HLA-DPA1"
"TMEM140"
"MX1"
"CD247"
"HIST1H2BH"
"CDCA8"
"NAIP"
"SSR4"
"TBPL1"
"TRIM58"
"PRDX2"
"LDHB"
"KCTD12"
"CADM1"
"TNFSF15"
"CD19"
"CRYM"
"CD2"
"RPN2"
"HIST1H2BB"
"SKA3"
"IGHM"
"CBX5"
"GMPR"
"AP003068.2"
"PSMD14"
"THEM5"
"FAM198B"
"HMMR"
"C1QBP"
"DEPDC1"
"HIST1H2BO"
"RSPH9"
"PIM2"
"NUP37"
"PDGFA"
"MCM2"
"TCEAL9"
"SRP54"
"CKAP2L"
"EPOR"
"HIBCH"
"COPB2"
"AC104024.1"
"AL359220.1"
"AC100810.1"
"CCDC88A"
"NRG1"
"LCK"
"FKBP2"
"DERL1"
"ZNF331"
"AGFG1"
"RBP7"
"LMNA"
"LGMN"
"MARCKS"
"NPM3"
"SERPINE2"
"P4HB"
"TNFRSF4"
"IGLL5"
"CD226"
"TXN"
"RASGRP3"
"MCEMP1"
"KIF23"
"PLD4"
"RALGPS2"
"AL606807.1"
"C5AR1"
"ALOX12"
"VEPH1"
"ECT2"
"PSME2"
"CXCL16"
"OASL"
"MLEC"
"CDCA7"
"TMIGD2"
"UPK1A-AS1"
"PADI4"
"CPED1"
"PLK4"
"SMC1A"
"TNFSF9"
"SNCA"
"GMPPB"
"IGFBP4"
"MRPS25"
"CDCA5"
"WDR62"
"GYG1"
"JUN"
"SPATS2"
"TLR10"
"XIST"
"SLC39A8"
"GATA3"
"LST1"
"PRDX3"
"AEBP1"
"ZNF804A"
"BEND7"
"HRASLS2"
"KIR3DL2"
"HEXB"
"CD80"
"HBQ1"
"NEMP1"
"KIF4A"
"IL6"
"NAA38"
"AL133467.1"
"CCDC180"
"TRGC1"
"TPST2"
"CLU"
"KIFC3"
"DUSP4"
"CTNNAL1"
"TTLL7"
"TSPAN33"
"MPIG6B"
"F5"
"FAM69B"
"PHB"
"CYC1"
"TNFSF4"
"MFSD2B"
"ADGRG1"
"EGR2"
"LINC01871"
"GZMM"
"AKR1C3"
"TNFAIP2"
"CD300E"
"CBR3"
"TCF19"
"TNNI2"
"TRAPPC3L"
"PBX1"
"ADGRE2"
"CYP4F3"
"CREG1"
"ANKRD28"
"FCN1"
"PDCD5"
"SQLE"
"RHOB"
"ZBP1"
"SLAMF8"
"TRIP13"
"CLEC12A"
"CLEC4E"
"KIR3DX1"
"RGS16"
"AL645568.1"
"S100A9"
"HIST1H2BK"
"CAV2"
"PPIC"
"PHACTR1"
"SULT1A1"
"HLA-DQB1"
"BACH2"
"TRMT6"
"CALU"
"SLIRP"
"FAM3C"
"KIR3DL1"
"KIF18A"
"HIGD1A"
"UBE2J1"
"IGKV4-1"
"ACP5"
"C21orf58"
"KLHDC8B"
"ICAM1"
"H1F0"
"FCGR1A"
"CD22"
"MEGF9"
"ARF4"
"WARS"
"PEBP1"
"S1PR5"
"EAF2"
"GNG8"
"WFDC1"
"TRAP1"
"SPAG5"
"NXN"
"S1PR3"
"MGST1"
"C3AR1"
"GPR183"
"MS4A6A"
"CANX"
"HLA-DRA"
"PSMC4"
"HIST1H2BF"
"MGST2"
"CD3E"
"FKBP3"
"RUVBL2"
"PSMA4"
"ACOX2"
"NPM1"
"NFE2"
"SGO1"
"DAD1"
"NDUFB3"
"SLC25A5"
"XK"
"TXNDC15"
"CD69"
"GP1BA"
"PKMYT1"
"F13A1"
"CEACAM4"
"CCDC173"
"KALRN"
"ARHGEF39"
"CFAP161"
"C12orf75"
"SCD"
"NECAB3"
"NUCKS1"
"IL2RB"
"SOCS3"
"CTSB"
"MTHFD1L"
"NDUFV2"
"RNASEH1"
"TMEM45A"
"UBASH3A"
"FAM13A"
"CSTA"
"HNRNPAB"
"TGFBI"
"ENO1"
"YWHAH"
"SLAMF7"
"PDCD1"
"BCL7A"
"ID2"
"PRSS23"
"MSR1"
"KLF4"
"AC245014.3"
"TTC7B"
"LILRA5"
"FAM136A"
"APLP2"
"PARVB"
"DYSF"
"SLC7A7"
"CTH"
"POLE2"
"CDC45"
"LRG1"
"HIST1H3F"
"SECTM1"
"PAX5"
"LDLR"
"DDX39A"
"SH2D1B"
"EBP"
"NEXN-AS1"
"PGAM1"
"GRN"
"TIGIT"
"NPDC1"
"CEMIP2"
"NUDT5"
"ABCB9"
"CLDN5"
"CR1"
"MTRR"
"AL034397.3"
"COPE"
"SNRPG"
"TCF4"
"CAMK1"
"ATAD5"
"CREM"
"YWHAE"
"MGLL"
"CST3"
"PDGFRB"
"ACAT2"
"C20orf27"
"BEX1"
"KLK1"
"AL355922.1"
"BCAT1"
"ADM"
"ZNF683"
"SLC43A2"
"AP002478.1"
"CEBPD"
"GCA"
"IGFBP7"
"MCM8"
"NELL2"
"ZBED3-AS1"
"PARD3"
"GINS3"
"ATP5F1B"
"TACC3"
"NUCB2"
"TXK"
"CD59"
"KDM4A-AS1"
"HIST3H2BB"
"MYO1D"
"AP003354.2"
"LILRB2"
"NEIL1"
"YIF1A"
"SUV39H1"
"GMNN"
"H2AFV"
"TRAF4"
"TMEM106C"
"FXYD7"
"CYP27A1"
"ANXA3"
"CYBB"
"SIT1"
"HMGN1"
"PIGU"
"NDUFC1"
"CCDC34"
"KLRG1"
"SEPT11"
"SELENOS"
"GIMAP7"
"CAPG"
"CD300C"
"PTPRF"
"WASIR2"
"JDP2"
"CKAP4"
"TLCD2"
"UQCRQ"
"AIF1"
"PREB"
"CD5"
"GARS"
"FAM129B"
"CCT7"
"FPR1"
"SYNE2"
"AZU1"
"PILRA"
"GATA2"
"SPDYC"
"VIPR2"
"MSRB1"
"APOA1"
"LAMP5"
"QPCT"
"IFIT1"
"SASS6"
"LGALS3"
"FGL2"
"LEF1"
"GNG7"
"RBM47"
"CST7"
"ALG5"
"HSD17B10"
"RPN1"
"RAD51C"
"IFITM1"
"PLD6"
"SHISA8"
"UBA1"
"MELTF"
"ITGB3BP"
"HIST1H2BG"
"MATK"
"TMEM156"
"SENCR"
"RNASE3"
"HMGN5"
"TRABD2A"
"CHAC1"
"PTK2"
"CCR1"
"SLC16A3"
"LY9"
"HDLBP"
"LTBP1"
"REXO2"
"FHL1"
"CD4"
"LAP3"
"SIGLEC10"
"GBP5"
"EMILIN2"
"ADA"
"HIP1"
"LGALS9"
"SOD2"
"BMP6"
"JSRP1"
"LTA4H"
"ABI3"
"MYBL1"
"SNRNP25"
"NUDC"
"CHCHD10"
